,,,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,,,,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022
State_Code,State,District,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male(Doses Administered),Female(Doses Administered),Transgender(Doses Administered),Covaxin (Doses Administered),Covishield (Doses Administered),State_Code,State,District,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male(Doses Administered),Female(Doses Administered),Transgender(Doses Administered),Covaxin (Doses Administered),Covishield (Doses Administered)
OR,Odisha,Balangir,1878320,49790,143,1142719,735601,931943,946028,349,15974,1862346,OR,Odisha,Balangir,1891381.0,53841.0,147.0,1149653.0,740331.0,937627.0,952004.0,353.0,20887.0,1870494.0
OR,Odisha,Balasore,2794133,71800,135,1661551,1132582,1347634,1445756,743,225757,2568376,OR,Odisha,Balasore,2821087.0,86752.0,133.0,1673160.0,1144352.0,1358479.0,1458278.0,751.0,238061.0,2583026.0
OR,Odisha,Bargarh,1717961,54500,124,1050512,667449,856403,861137,421,26393,1691568,OR,Odisha,Bargarh,1730313.0,55890.0,134.0,1057431.0,672047.0,862139.0,866912.0,427.0,32241.0,1698072.0
OR,Odisha,Bhadrak,2095062,61170,96,1138556,956506,1004518,1089848,696,25694,2069368,OR,Odisha,Bhadrak,2109351.0,80980.0,109.0,1145207.0,962964.0,1010636.0,1096835.0,700.0,30237.0,2079114.0
OR,Odisha,Boudh,507343,29950,20,295974,211369,259115,248127,101,3694,503649,OR,Odisha,Boudh,509741.0,42826.0,22.0,297125.0,212410.0,260129.0,249305.0,101.0,4544.0,505197.0
OR,Odisha,Cuttack,2875696,3270,13,1729964,1145732,1465622,1409345,729,87164,2788532,OR,Odisha,Cuttack,2900562.0,60604.0,132.0,1741398.0,1154861.0,1475563.0,1419961.0,735.0,98848.0,2801714.0
OR,Odisha,Deogarh,397258,36476,53,246954,150304,195314,201881,63,3512,393746,OR,Odisha,Deogarh,400223.0,41150.0,53.0,248177.0,151915.0,196687.0,203339.0,65.0,4220.0,396003.0
OR,Odisha,Dhenkanal,1406842,33414,55,833715,573127,709523,697029,290,13129,1393713,OR,Odisha,Dhenkanal,1418648.0,38322.0,64.0,839216.0,578844.0,714958.0,702810.0,292.0,17582.0,1401066.0
OR,Odisha,Gajapati,605524,17332,24,364234,241290,292829,312570,125,8995,596529,OR,Odisha,Gajapati,610070.0,48747.0,45.0,367332.0,242221.0,294720.0,314708.0,125.0,10791.0,599279.0
OR,Odisha,Ganjam,4733021,71290,139,2546863,2186158,2192573,2539297,1151,2706059,2026962,OR,Odisha,Ganjam,4763403.0,286206.0,212.0,2568354.0,2189365.0,2204505.0,2552059.0,1155.0,2729907.0,2033496.0
OR,Odisha,Jagatsinghpur,1369300,47101,46,797091,572209,679652,689278,370,23253,1346047,OR,Odisha,Jagatsinghpur,1385580.0,118431.0,93.0,802987.0,579778.0,685947.0,696442.0,376.0,28435.0,1357145.0
OR,Odisha,Jajpur,2338851,114626,34,1377638,961213,1174617,1163480,754,32784,2306067,OR,Odisha,Jajpur,2357256.0,90602.0,28.0,1386947.0,969209.0,1182359.0,1173035.0,762.0,39789.0,2317467.0
OR,Odisha,Jharsuguda,814127,15300,48,461207,352920,436623,377303,201,10893,803234,OR,Odisha,Jharsuguda,819493.0,18420.0,61.0,463702.0,354240.0,438399.0,379341.0,202.0,12914.0,806579.0
OR,Odisha,Kalahandi,1778413,31401,70,1051713,726700,878454,899681,278,12658,1765755,OR,Odisha,Kalahandi,1791816.0,38155.0,71.0,1055663.0,734547.0,883930.0,905998.0,282.0,15218.0,1776598.0
OR,Odisha,Kandhamal,867540,3400,2,537900,329640,416749,450581,210,12406,855134,OR,Odisha,Kandhamal,872903.0,98520.0,37.0,540583.0,331297.0,418762.0,452906.0,212.0,14327.0,858576.0
OR,Odisha,Kendrapara,1742675,22353,124,1031008,711667,811284,930863,528,26869,1715806,OR,Odisha,Kendrapara,1753432.0,22351.0,125.0,1036266.0,715883.0,815477.0,936140.0,532.0,30841.0,1722591.0
OR,Odisha,Kendujhar,2207994,30511,46,1261402,946592,1086870,1120746,378,35831,2172163,OR,Odisha,Kendujhar,2223798.0,118222.0,112.0,1267892.0,953288.0,1093075.0,1127722.0,383.0,40760.0,2183038.0
OR,Odisha,Khordha,4127736,46482,145,2235679,1892057,2183973,1942609,1154,2792907,1328875,OR,Odisha,Khordha,4146876.0,62281.0,158.0,2243339.0,1897407.0,2190365.0,1949224.0,1157.0,2806660.0,1334262.0
OR,Odisha,Koraput,1850185,311612,52,1082067,768118,899085,950443,657,38148,1812037,OR,Odisha,Koraput,1860777.0,340504.0,53.0,1087722.0,771407.0,903577.0,954894.0,657.0,43252.0,1817525.0
OR,Odisha,Malkangiri,764588,35716,29,444042,320546,374046,390390,152,8795,755793,OR,Odisha,Malkangiri,768051.0,39880.0,32.0,445616.0,321917.0,375496.0,391885.0,152.0,10244.0,757807.0
OR,Odisha,Mayurbhanj,2730453,49254,93,1748305,982148,1294576,1435441,436,228812,2501641,OR,Odisha,Mayurbhanj,2757043.0,79482.0,122.0,1758304.0,996343.0,1306029.0,1448179.0,439.0,240779.0,2516264.0
OR,Odisha,Nabarangapur,1395454,115055,119,837140,558314,665637,729603,214,27980,1367474,OR,Odisha,Nabarangapur,1404962.0,131981.0,134.0,841416.0,561385.0,669064.0,733522.0,214.0,31389.0,1373573.0
OR,Odisha,Nayagarh,1195957,41700,28,666684,529273,580606,615174,177,28215,1167742,OR,Odisha,Nayagarh,1202926.0,43950.0,28.0,669997.0,531238.0,583199.0,617858.0,178.0,30923.0,1172003.0
OR,Odisha,Nuapada,763784,18520,62,459809,303975,375242,388424,118,5336,758448,OR,Odisha,Nuapada,768611.0,21191.0,69.0,461933.0,305855.0,377223.0,390445.0,120.0,6631.0,761980.0
OR,Odisha,Puri,2200430,26400,127,1202435,997995,1091409,1108297,724,19950,2180480,OR,Odisha,Puri,2210411.0,30338.0,131.0,1206483.0,1001444.0,1094958.0,1112242.0,727.0,23377.0,2187034.0
OR,Odisha,Rayagada,1117049,65607,108,630367,486682,527235,589589,225,18757,1098292,OR,Odisha,Rayagada,1122798.0,92310.0,130.0,632755.0,488610.0,529263.0,591875.0,227.0,20488.0,1102310.0
OR,Odisha,Sambalpur,1551289,20425,46,870473,680816,798294,752700,295,19519,1531770,OR,Odisha,Sambalpur,1559986.0,32158.0,73.0,875043.0,683781.0,801879.0,756647.0,298.0,22929.0,1537057.0
OR,Odisha,Subarnapur,882368,5826,41,464337,418031,438421,443772,175,18368,864000,OR,Odisha,Subarnapur,888661.0,10458.0,60.0,467874.0,418779.0,440489.0,445987.0,176.0,21770.0,866891.0
OR,Odisha,Sundargarh,2353952,35521,112,1391262,962690,1181879,1171653,420,30547,2323405,OR,Odisha,Sundargarh,2369041.0,45360.0,141.0,1398419.0,968554.0,1188571.0,1177982.0,420.0,35705.0,2333336.0
PY,Puducherry,Karaikal,219728,2400,2,131905,87823,102228,117458,42,5339,214389,PY,Puducherry,Karaikal,221274.0,23800.0,15.0,133019.0,88208.0,103033.0,118152.0,42.0,5999.0,215275.0
PY,Puducherry,Mahe,67264,0,0,35488,31776,30312,36947,5,637,66627,PY,Puducherry,Mahe,67448.0,277.0,2.0,35565.0,31842.0,30371.0,37031.0,5.0,697.0,66751.0
PY,Puducherry,Puducherry,1121386,122350,40,682813,438573,546513,574620,253,19231,1102155,PY,Puducherry,Puducherry,1130745.0,129238.0,40.0,689802.0,440696.0,550882.0,579360.0,256.0,23673.0,1107072.0
PY,Puducherry,Yanam,57433,100,1,35376,22057,27756,29670,7,1528,55905,PY,Puducherry,Yanam,57562.0,690.0,3.0,35431.0,22117.0,27817.0,29724.0,7.0,1540.0,56022.0
PB,Punjab,Amritsar,2302770,100162,114,1493280,809490,1207591,1094877,302,205466,2097304,PB,Punjab,Amritsar,2318368.0,137508.0,226.0,1499728.0,817923.0,1215766.0,1101580.0,305.0,207581.0,2110787.0
PB,Punjab,Barnala,538294,8700,12,361899,176395,286144,252109,41,48286,490008,PB,Punjab,Barnala,543262.0,48301.0,67.0,363197.0,180025.0,288828.0,254352.0,42.0,48569.0,494693.0
PB,Punjab,Bathinda,1091512,35320,17,723936,367576,600551,490804,157,127662,963850,PB,Punjab,Bathinda,1108526.0,115942.0,68.0,731986.0,376196.0,609355.0,498665.0,162.0,129072.0,979454.0
PB,Punjab,Faridkot,582516,5160,9,364518,217998,303883,278541,92,45044,537472,PB,Punjab,Faridkot,588331.0,61212.0,62.0,366626.0,221658.0,306954.0,281237.0,93.0,45486.0,542845.0
PB,Punjab,Fatehgarh Sahib,618505,22176,22,389440,229065,346605,271815,85,88812,529693,PB,Punjab,Fatehgarh Sahib,626548.0,126516.0,70.0,392348.0,234123.0,351397.0,274988.0,86.0,89318.0,537230.0
PB,Punjab,Fazilka,849572,5230,4,570416,279156,446699,402741,132,95382,754190,PB,Punjab,Fazilka,861562.0,124293.0,91.0,573670.0,287770.0,452913.0,408394.0,133.0,96511.0,765051.0
PB,Punjab,Ferozepur,759542,11220,7,522291,237251,396568,362858,116,43197,716345,PB,Punjab,Ferozepur,765712.0,99020.0,114.0,524211.0,241453.0,399838.0,365708.0,118.0,43569.0,722143.0
PB,Punjab,Gurdaspur,1657676,8560,11,988067,669609,839799,817620,257,132001,1525675,PB,Punjab,Gurdaspur,1667709.0,232720.0,217.0,991777.0,675568.0,844910.0,822176.0,259.0,133088.0,1534621.0
PB,Punjab,Hoshiarpur,1805837,18160,19,1054317,751520,906794,898818,225,264650,1541187,PB,Punjab,Hoshiarpur,1819148.0,156285.0,171.0,1059391.0,759608.0,913672.0,905101.0,226.0,267898.0,1551250.0
PB,Punjab,Jalandhar,2556535,21230,19,1528766,1027769,1364147,1192056,332,195692,2360843,PB,Punjab,Jalandhar,2573758.0,70431.0,147.0,1534195.0,1039120.0,1373381.0,1199602.0,332.0,197696.0,2376062.0
PB,Punjab,Kapurthala,840220,8610,11,509573,330647,436900,403213,107,71404,768816,PB,Punjab,Kapurthala,846814.0,49760.0,72.0,511495.0,335212.0,440284.0,406314.0,109.0,72262.0,774552.0
PB,Punjab,Ludhiana,4048243,41051,26,2667766,1380477,2428672,1618949,622,560501,3486138,PB,Punjab,Ludhiana,4085530.0,210626.0,150.0,2680917.0,1402694.0,2449291.0,1633690.0,630.0,563358.0,3520555.0
PB,Punjab,Mansa,620229,35312,29,419126,201103,330452,289720,57,47233,572996,PB,Punjab,Mansa,628648.0,101274.0,64.0,422186.0,206425.0,335007.0,293547.0,57.0,48009.0,580639.0
PB,Punjab,Moga,954731,15306,17,597210,357521,505120,449489,122,58856,895875,PB,Punjab,Moga,966904.0,109258.0,113.0,600531.0,366200.0,511493.0,455116.0,122.0,59478.0,907426.0
PB,Punjab,Pathankot,766073,15600,9,456972,309101,388830,377126,117,85832,680241,PB,Punjab,Pathankot,771624.0,39410.0,16.0,459699.0,311879.0,391934.0,379527.0,117.0,87829.0,683795.0
PB,Punjab,Patiala,1750134,30990,29,1142463,607671,938009,811865,260,154768,1595366,PB,Punjab,Patiala,1768430.0,88359.0,95.0,1149152.0,618951.0,948176.0,819661.0,266.0,158643.0,1609787.0
PB,Punjab,Rupnagar,684946,4812,12,411199,273747,357456,327421,69,81386,603560,PB,Punjab,Rupnagar,691987.0,48193.0,70.0,413687.0,278224.0,361289.0,330553.0,69.0,82648.0,609339.0
PB,Punjab,Sangrur,1174674,13000,9,813817,360857,629378,545189,107,126064,1048610,PB,Punjab,Sangrur,1194122.0,228124.0,166.0,820700.0,373367.0,639753.0,554202.0,112.0,127578.0,1066544.0
PB,Punjab,S.A.S. Nagar,1541209,34770,26,966051,575158,895379,645632,198,276347,1251683,PB,Punjab,S.A.S. Nagar,1551392.0,79550.0,61.0,971521.0,579694.0,901260.0,649753.0,202.0,280238.0,1257953.0
PB,Punjab,Shahid Bhagat Singh Nagar,685482,41220,11,408599,276883,343915,341498,69,67556,617926,PB,Punjab,Shahid Bhagat Singh Nagar,691152.0,134380.0,35.0,409890.0,281219.0,346858.0,344181.0,70.0,68139.0,623013.0
PB,Punjab,Sri Muktsar Sahib,730058,11336,9,505791,224267,387405,342546,107,96348,633710,PB,Punjab,Sri Muktsar Sahib,737781.0,58619.0,73.0,508348.0,229369.0,391417.0,346193.0,107.0,97244.0,640537.0
PB,Punjab,Tarn Taran,923330,31139,41,641452,281878,472154,451073,103,55212,868118,PB,Punjab,Tarn Taran,930733.0,72480.0,95.0,643331.0,287347.0,475914.0,454661.0,103.0,55629.0,875104.0
RJ,Rajasthan,Ajmer,3525454,6900,12,1927456,1597998,1785471,1739268,715,753662,2771792,RJ,Rajasthan,Ajmer,3543736.0,120020.0,160.0,1933174.0,1602310.0,1791073.0,1743695.0,715.0,757844.0,2785892.0
RJ,Rajasthan,Alwar,4644013,192952,600,2721209,1922804,2470254,2172662,1097,606857,4037156,RJ,Rajasthan,Alwar,4692258.0,263352.0,661.0,2745477.0,1943978.0,2495502.0,2192839.0,1113.0,625011.0,4067247.0
RJ,Rajasthan,Banswara,2131760,4700,10,1241984,889776,1057083,1074299,378,177231,1954529,RJ,Rajasthan,Banswara,2148500.0,105580.0,83.0,1251607.0,893691.0,1063821.0,1081096.0,381.0,185565.0,1962935.0
RJ,Rajasthan,Baran,1520808,17620,68,883578,637230,779010,741506,292,93026,1427782,RJ,Rajasthan,Baran,1535618.0,59725.0,206.0,889407.0,643939.0,785483.0,747568.0,295.0,97248.0,1438370.0
RJ,Rajasthan,Barmer,2891685,61790,107,1731712,1159973,1483073,1407891,721,271300,2620385,RJ,Rajasthan,Barmer,2918331.0,132362.0,278.0,1749760.0,1167015.0,1496895.0,1419155.0,725.0,284823.0,2633508.0
RJ,Rajasthan,Bharatpur,2661649,0,0,1641007,1020642,1370926,1290251,472,146542,2515107,RJ,Rajasthan,Bharatpur,2679086.0,84959.0,336.0,1646524.0,1032013.0,1380351.0,1297713.0,473.0,148557.0,2530529.0
RJ,Rajasthan,Bhilwara,3027237,0,0,1698602,1328635,1519810,1506641,786,249281,2777956,RJ,Rajasthan,Bhilwara,3042353.0,166770.0,255.0,1703681.0,1333714.0,1525279.0,1511327.0,788.0,252253.0,2790100.0
RJ,Rajasthan,Bikaner,2902699,2480,8,1672033,1230666,1535588,1366486,625,486561,2416138,RJ,Rajasthan,Bikaner,2921875.0,76726.0,350.0,1682630.0,1237175.0,1544571.0,1374603.0,631.0,494004.0,2427871.0
RJ,Rajasthan,Bundi,1597831,9521,50,904359,693472,828620,768888,323,227670,1370161,RJ,Rajasthan,Bundi,1605825.0,77547.0,221.0,906860.0,696145.0,831312.0,771370.0,323.0,230694.0,1375131.0
RJ,Rajasthan,Chittorgarh,2115066,6120,13,1183823,931243,1075875,1038876,315,138949,1976117,RJ,Rajasthan,Chittorgarh,2124229.0,58133.0,122.0,1188466.0,932843.0,1079227.0,1041767.0,315.0,142178.0,1982051.0
RJ,Rajasthan,Churu,2667393,250,2,1496629,1170764,1317597,1349223,573,218834,2448559,RJ,Rajasthan,Churu,2693724.0,56186.0,295.0,1513892.0,1177860.0,1330291.0,1360884.0,576.0,232606.0,2461118.0
RJ,Rajasthan,Dausa,1833976,31906,76,1072519,761457,947002,886669,305,179957,1654019,RJ,Rajasthan,Dausa,1847440.0,93187.0,229.0,1082347.0,764446.0,953848.0,892637.0,307.0,188877.0,1658563.0
RJ,Rajasthan,Dholpur,1329017,7252,24,797105,531912,681439,647387,191,101576,1227441,RJ,Rajasthan,Dholpur,1336455.0,105048.0,221.0,801923.0,533627.0,685015.0,650343.0,192.0,105376.0,1231079.0
RJ,Rajasthan,Dungarpur,1560307,62750,115,933523,626784,733706,826374,227,114893,1445414,RJ,Rajasthan,Dungarpur,1569439.0,201400.0,327.0,936788.0,629275.0,736602.0,829231.0,227.0,115999.0,1453440.0
RJ,Rajasthan,Hanumangarh,2491480,33,4,1373721,1117759,1285470,1205514,496,332025,2159455,RJ,Rajasthan,Hanumangarh,2501910.0,77601.0,218.0,1378668.0,1121349.0,1290370.0,1209149.0,498.0,335814.0,2166096.0
RJ,Rajasthan,Jaipur,5289872,12540,33,3159864,2130008,2864582,2423756,1534,1346533,3934055,RJ,Rajasthan,Jaipur,5328295.0,240811.0,236.0,3178432.0,2146165.0,2884532.0,2438515.0,1550.0,1358170.0,3960818.0
RJ,Rajasthan,Jaipur,3487584,33728,35,2061017,1426567,1885322,1601285,977,956349,2522482,RJ,Rajasthan,Jaipur,3512352.0,228456.0,142.0,2073505.0,1437044.0,1898375.0,1611180.0,993.0,966346.0,2537253.0
RJ,Rajasthan,Jaisalmer,776183,23125,38,463541,312642,424570,351495,118,78550,697633,RJ,Rajasthan,Jaisalmer,782601.0,74284.0,85.0,467479.0,314741.0,427855.0,354246.0,119.0,81310.0,701291.0
RJ,Rajasthan,Jalore,1967092,5955,10,1154549,812543,968145,998523,424,101595,1865497,RJ,Rajasthan,Jalore,1978457.0,80780.0,195.0,1161767.0,815973.0,973646.0,1003668.0,426.0,106245.0,1872212.0
RJ,Rajasthan,Jhalawar,1801154,121640,78,1014450,786704,932540,868283,331,140275,1660879,RJ,Rajasthan,Jhalawar,1806704.0,123300.0,78.0,1016648.0,788825.0,934798.0,870342.0,332.0,141898.0,1664806.0
RJ,Rajasthan,Jhunjhunu,2956505,217444,138,1600895,1355610,1432043,1523805,657,524139,2432366,RJ,Rajasthan,Jhunjhunu,2987945.0,478636.0,243.0,1613656.0,1363431.0,1442804.0,1533616.0,663.0,536125.0,2451820.0
RJ,Rajasthan,Jodhpur,4424319,10450,8,2603373,1820946,2300401,2122779,1139,736437,3687882,RJ,Rajasthan,Jodhpur,4458794.0,540345.0,328.0,2618692.0,1834226.0,2315901.0,2135864.0,1153.0,745970.0,3712824.0
RJ,Rajasthan,Karauli,1647388,83800,100,965255,682133,855228,791909,251,95366,1552022,RJ,Rajasthan,Karauli,1657577.0,95560.0,109.0,971374.0,685832.0,860708.0,796245.0,253.0,98881.0,1558696.0
RJ,Rajasthan,Kota,2745380,81370,337,1491396,1253984,1456644,1288073,663,366631,2378749,RJ,Rajasthan,Kota,2762881.0,114128.0,280.0,1502809.0,1257061.0,1464806.0,1294401.0,663.0,375162.0,2387719.0
RJ,Rajasthan,Nagaur,4274562,42480,107,2341090,1933472,2103272,2170358,932,527908,3746654,RJ,Rajasthan,Nagaur,4299642.0,77938.0,214.0,2346692.0,1942588.0,2111035.0,2177307.0,936.0,530404.0,3769238.0
RJ,Rajasthan,Pali,2341235,8359,23,1378737,962498,1152764,1187995,476,155684,2185551,RJ,Rajasthan,Pali,2349102.0,54720.0,101.0,1382165.0,965551.0,1156170.0,1191069.0,477.0,156842.0,2192260.0
RJ,Rajasthan,Pratapgarh,1328434,174000,48,697728,630706,668177,660056,201,86443,1241991,RJ,Rajasthan,Pratapgarh,1332885.0,168200.0,42.0,699651.0,631637.0,669774.0,661313.0,201.0,88396.0,1244489.0
RJ,Rajasthan,Rajsamand,1418262,15300,49,834812,583450,687675,730333,254,121587,1296675,RJ,Rajasthan,Rajsamand,1425847.0,39304.0,96.0,838093.0,586019.0,690797.0,733059.0,256.0,123184.0,1302663.0
RJ,Rajasthan,Sawai Madhopur,1640861,423143,390,945167,695694,873201,767444,216,169753,1471108,RJ,Rajasthan,Sawai Madhopur,1656032.0,457717.0,388.0,956048.0,698727.0,881043.0,773512.0,220.0,173430.0,1482602.0
RJ,Rajasthan,Sikar,3657012,45395,14,2090669,1566343,1802960,1853012,1040,578599,3078413,RJ,Rajasthan,Sikar,3695004.0,223389.0,225.0,2121092.0,1572209.0,1823582.0,1868665.0,1054.0,607791.0,3087213.0
RJ,Rajasthan,Sirohi,1265908,25170,77,696027,569881,645455,620258,195,100498,1165410,RJ,Rajasthan,Sirohi,1272002.0,44525.0,126.0,699079.0,572425.0,648552.0,622756.0,196.0,101917.0,1170085.0
RJ,Rajasthan,Ganganagar,2363117,13248,60,1415569,947548,1224470,1138169,478,228721,2134396,RJ,Rajasthan,Ganganagar,2381999.0,57301.0,277.0,1426160.0,954131.0,1233723.0,1146086.0,482.0,237415.0,2144584.0
RJ,Rajasthan,Tonk,1749359,21700,46,993685,755674,884986,864039,334,279198,1470161,RJ,Rajasthan,Tonk,1760069.0,98245.0,260.0,997839.0,760193.0,889695.0,868001.0,336.0,281994.0,1478075.0
RJ,Rajasthan,Udaipur,3832612,95906,40,2344631,1487981,1927915,1904118,579,493555,3339057,RJ,Rajasthan,Udaipur,3857809.0,457023.0,290.0,2359080.0,1493165.0,1938841.0,1912821.0,583.0,503762.0,3354047.0
SK,Sikkim,East Sikkim,521884,0,0,272139,249745,289546,232177,161,6399,515485,SK,Sikkim,East Sikkim,523516.0,4700.0,13.0,273026.0,250258.0,290285.0,232838.0,161.0,7110.0,516406.0
SK,Sikkim,North Sikkim,63200,0,0,34149,29051,35532,27646,22,908,62292,SK,Sikkim,North Sikkim,63554.0,550.0,3.0,34503.0,29051.0,35697.0,27834.0,23.0,1262.0,62292.0
SK,Sikkim,South Sikkim,237476,0,0,125966,111510,128431,108940,105,3816,233660,SK,Sikkim,South Sikkim,238150.0,2944.0,8.0,126547.0,111603.0,128760.0,109285.0,105.0,4352.0,233798.0
SK,Sikkim,West Sikkim,202939,0,0,108655,94284,107742,95108,89,4455,198484,SK,Sikkim,West Sikkim,203233.0,822.0,4.0,108949.0,94284.0,107877.0,95267.0,89.0,4749.0,198484.0
TN,Tamil Nadu,Pudukkottai,815336,9700,41,477654,337682,365963,449270,103,87315,728021,TN,Tamil Nadu,Pudukkottai,817792.0,11670.0,52.0,478818.0,338915.0,367220.0,450410.0,103.0,87758.0,730034.0
TN,Tamil Nadu,Ariyalur,1047790,44400,42,623683,424107,497048,550532,210,86966,960824,TN,Tamil Nadu,Ariyalur,1051138.0,15778.0,51.0,625987.0,424812.0,498580.0,552008.0,211.0,88866.0,962272.0
TN,Tamil Nadu,Salem,1294782,59250,18,777649,517133,615036,679536,210,175967,1118815,TN,Tamil Nadu,Salem,1298403.0,82650.0,57.0,779185.0,518937.0,616838.0,681072.0,212.0,177306.0,1121097.0
TN,Tamil Nadu,Chengalpattu,2715054,21898,44,1618660,1096394,1381661,1332873,520,383540,2331514,TN,Tamil Nadu,Chengalpattu,2731105.0,101662.0,126.0,1627635.0,1102550.0,1390155.0,1339509.0,521.0,389349.0,2341756.0
TN,Tamil Nadu,Chennai,8979331,31071,47,5156416,3822915,4925912,4051797,1622,2289086,6649959,TN,Tamil Nadu,Chennai,9002431.0,324850.0,347.0,5168995.0,3829922.0,4937069.0,4060223.0,1624.0,2299959.0,6662171.0
TN,Tamil Nadu,Tiruvannamalai,1079677,37000,52,669995,409682,487831,591635,211,135132,944545,TN,Tamil Nadu,Tiruvannamalai,1082513.0,43300.0,80.0,671456.0,410967.0,489309.0,592903.0,211.0,136184.0,946329.0
TN,Tamil Nadu,Coimbatore,5098160,11361,60,3002076,2096084,2662612,2434482,1066,745330,4323882,TN,Tamil Nadu,Coimbatore,5114831.0,67357.0,214.0,3010984.0,2102488.0,2671226.0,2441178.0,1068.0,753087.0,4332792.0
TN,Tamil Nadu,Cuddalore,3775885,498500,84,2207843,1568042,1804992,1970169,724,496392,3274703,TN,Tamil Nadu,Cuddalore,3787276.0,600915.0,152.0,2214967.0,1572033.0,1810954.0,1975322.0,724.0,502218.0,3280268.0
TN,Tamil Nadu,Dharmapuri,1489049,1350,7,919135,569914,692273,796424,352,213338,1275711,TN,Tamil Nadu,Dharmapuri,1493969.0,28860.0,91.0,921889.0,571863.0,694774.0,798626.0,352.0,215444.0,1278525.0
TN,Tamil Nadu,Dindigul,1656580,1421,8,996102,660478,768681,887581,318,173639,1481983,TN,Tamil Nadu,Dindigul,1661876.0,42639.0,61.0,997537.0,663999.0,771329.0,889886.0,321.0,174439.0,1486472.0
TN,Tamil Nadu,Erode,2843966,7940,23,1674541,1169425,1391542,1451817,606,423811,2416639,TN,Tamil Nadu,Erode,2852195.0,92056.0,135.0,1678280.0,1173301.0,1395666.0,1455308.0,606.0,427048.0,2421619.0
TN,Tamil Nadu,Kallakurichi,1787213,1500,4,1000225,786988,836714,950214,285,209088,1578125,TN,Tamil Nadu,Kallakurichi,1794771.0,41680.0,56.0,1002944.0,791454.0,840484.0,953628.0,286.0,210584.0,1584187.0
TN,Tamil Nadu,Kancheepuram,1306278,14320,7,796661,509617,732580,573449,248,120020,1186258,TN,Tamil Nadu,Kancheepuram,1313078.0,91900.0,64.0,799568.0,513346.0,736517.0,576146.0,250.0,121494.0,1191584.0
TN,Tamil Nadu,Kanyakumari,2144162,113080,58,1261798,882364,989814,1154042,306,203748,1940414,TN,Tamil Nadu,Kanyakumari,2151085.0,148290.0,136.0,1265906.0,884779.0,993036.0,1157342.0,307.0,207112.0,1943973.0
TN,Tamil Nadu,Karur,1368997,57200,51,820924,548073,646207,722468,322,127118,1241359,TN,Tamil Nadu,Karur,1374427.0,69140.0,51.0,822232.0,551912.0,648873.0,724948.0,323.0,128217.0,1245688.0
TN,Tamil Nadu,Thoothukkudi,709471,14680,11,433803,275668,307222,402130,119,86711,622760,TN,Tamil Nadu,Thoothukkudi,712443.0,42690.0,47.0,435257.0,277065.0,308833.0,403370.0,119.0,87679.0,624764.0
TN,Tamil Nadu,Krishnagiri,2090090,1260,7,1291343,798747,1077675,1012002,413,251485,1838605,TN,Tamil Nadu,Krishnagiri,2101016.0,22658.0,136.0,1298358.0,802410.0,1083289.0,1017064.0,415.0,256934.0,1844082.0
TN,Tamil Nadu,Madurai,3267740,29932,23,2008784,1258956,1518528,1748667,545,429618,2831770,TN,Tamil Nadu,Madurai,3277447.0,200417.0,116.0,2013278.0,1263301.0,1523562.0,1752469.0,548.0,431849.0,2839228.0
TN,Tamil Nadu,Nagapattinam,1699114,36300,42,1006363,692751,788855,909951,308,165098,1534016,TN,Tamil Nadu,Nagapattinam,1703448.0,64630.0,87.0,1008541.0,694586.0,790931.0,911888.0,308.0,166732.0,1536716.0
TN,Tamil Nadu,Namakkal,2024775,59740,23,1219923,804852,963427,1060873,475,217362,1807020,TN,Tamil Nadu,Namakkal,2030612.0,110920.0,109.0,1223493.0,806761.0,966157.0,1063622.0,475.0,220194.0,1810023.0
TN,Tamil Nadu,Nilgiris,1040577,25020,32,532638,507939,504662,535729,186,138600,901977,TN,Tamil Nadu,Nilgiris,1043711.0,53770.0,56.0,533978.0,508779.0,505681.0,536889.0,187.0,139809.0,903902.0
TN,Tamil Nadu,Dindigul,1270768,32220,41,724147,546621,597612,672949,207,141339,1129429,TN,Tamil Nadu,Dindigul,1274189.0,52501.0,64.0,725962.0,547994.0,599279.0,674470.0,207.0,142613.0,1131576.0
TN,Tamil Nadu,Ramanathapuram,837007,12100,34,494358,342649,369611,467253,143,79334,757673,TN,Tamil Nadu,Ramanathapuram,839740.0,33600.0,45.0,495502.0,344169.0,370945.0,468581.0,145.0,79931.0,759809.0
TN,Tamil Nadu,Perambalur,681077,5000,29,406517,274560,305311,375655,111,80308,600769,TN,Tamil Nadu,Perambalur,683159.0,11940.0,40.0,407829.0,275154.0,306364.0,376507.0,112.0,81399.0,601760.0
TN,Tamil Nadu,Thiruvallur,803344,400,2,466758,336586,428475,374742,127,96344,707000,TN,Tamil Nadu,Thiruvallur,806103.0,7219.0,22.0,467824.0,338160.0,429977.0,375880.0,127.0,96540.0,709563.0
TN,Tamil Nadu,Pudukkottai,1096553,0,0,645053,451500,490522,605829,202,141945,954608,TN,Tamil Nadu,Pudukkottai,1100544.0,93280.0,71.0,646600.0,453728.0,492433.0,607692.0,203.0,142843.0,957701.0
